total_observations,total_trades,buy_trades,sell_trades,wins,losses,breakeven,win_rate_percent,signal_accuracy_percent,gross_profit,gross_loss,net_return_sum,compounded_return,profit_factor,expectancy,average_win,average_loss,max_drawdown,sharpe_ratio
4051,1817,942,875,1193,609,15,65.66,56.8,2.1371834,0.8126831,1.3245003,2.73426009,2.6298,0.00072895,0.00179144,-0.00133446,-0.07433801,4.3421
