total_trades,wins,losses,win_rate,total_pnl,profit_factor,expectancy,max_drawdown,average_win,average_loss,gross_profit,gross_loss,average_trade,best_trade,worst_trade,longest_win_streak,longest_loss_streak
3,1,2,33.33,-30.8,0.52,-10.27,-58.1,34.0,-32.4,34.0,-64.8,-10.27,34.0,-58.1,1,1
